image_name,camera,index_in_camera,pair_index,variation_id,ground_truth_posture,ground_truth_status,ground_truth_error,ground_truth_error_text,ground_truth_side,label_name,image_path
DJI_20260917132856_0079_D.JPG,Cam 6,30,0,16,SWASTIKAPADAM,INCORRECT,OVERCROSSING_SHINS,Overcrossing shins,LEFT,SWASTIKAPADAM - INCORRECT - Overcrossing shins - left leg,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 6\DJI_20260917132856_0079_D.JPG
DJI_20260917132858_0080_D.JPG,Cam 6,31,1,16,SWASTIKAPADAM,INCORRECT,OVERCROSSING_SHINS,Overcrossing shins,LEFT,SWASTIKAPADAM - INCORRECT - Overcrossing shins - left leg,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 6\DJI_20260917132858_0080_D.JPG
DJI_20260917132930_0081_D.JPG,Cam 6,32,0,17,SWASTIKAPADAM,INCORRECT,INSUFFICIENT_ARAMANDI,Insufficient Aramandi,RIGHT,SWASTIKAPADAM - INCORRECT - Insufficient Aramandi - right leg,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 6\DJI_20260917132930_0081_D.JPG
DJI_20260917132932_0082_D.JPG,Cam 6,33,1,17,SWASTIKAPADAM,INCORRECT,INSUFFICIENT_ARAMANDI,Insufficient Aramandi,RIGHT,SWASTIKAPADAM - INCORRECT - Insufficient Aramandi - right leg,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 6\DJI_20260917132932_0082_D.JPG
DJI_20260917132940_0083_D.JPG,Cam 6,34,0,18,SWASTIKAPADAM,INCORRECT,INSUFFICIENT_ARAMANDI,Insufficient Aramandi,LEFT,SWASTIKAPADAM - INCORRECT - Insufficient Aramandi - left leg,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 6\DJI_20260917132940_0083_D.JPG
DJI_20260917132942_0084_D.JPG,Cam 6,35,1,18,SWASTIKAPADAM,INCORRECT,INSUFFICIENT_ARAMANDI,Insufficient Aramandi,LEFT,SWASTIKAPADAM - INCORRECT - Insufficient Aramandi - left leg,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 6\DJI_20260917132942_0084_D.JPG
DJI_20260917133337_0085_D.JPG,Cam 6,36,0,19,PATAKA,INCORRECT,ELBOWS_NOT_ALIGNED,Elbows down / not aligned with shoulders,,PATAKA - INCORRECT - Elbows down / not aligned with shoulders,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 6\DJI_20260917133337_0085_D.JPG
DJI_20260917133339_0086_D.JPG,Cam 6,37,1,19,PATAKA,INCORRECT,ELBOWS_NOT_ALIGNED,Elbows down / not aligned with shoulders,,PATAKA - INCORRECT - Elbows down / not aligned with shoulders,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 6\DJI_20260917133339_0086_D.JPG
DJI_20260917133408_0087_D.JPG,Cam 6,38,0,20,ALAPADMA,INCORRECT,ELBOWS_NOT_ALIGNED,Elbows not aligned with shoulders,,ALAPADMA - INCORRECT - Elbows not aligned with shoulders,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 6\DJI_20260917133408_0087_D.JPG
DJI_20260917133411_0088_D.JPG,Cam 6,39,1,20,ALAPADMA,INCORRECT,ELBOWS_NOT_ALIGNED,Elbows not aligned with shoulders,,ALAPADMA - INCORRECT - Elbows not aligned with shoulders,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 6\DJI_20260917133411_0088_D.JPG
DJI_20260917133439_0089_D.JPG,Cam 6,40,0,21,ALAPADMA,CORRECT,,,,ALAPADMA - CORRECT,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 6\DJI_20260917133439_0089_D.JPG
DJI_20260917133441_0090_D.JPG,Cam 6,41,1,21,ALAPADMA,CORRECT,,,,ALAPADMA - CORRECT,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 6\DJI_20260917133441_0090_D.JPG
DJI_20260917133507_0091_D.JPG,Cam 6,42,0,22,MUSHTI,CORRECT,,,,MUSHTI - CORRECT,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 6\DJI_20260917133507_0091_D.JPG
DJI_20260917133509_0092_D.JPG,Cam 6,43,1,22,MUSHTI,CORRECT,,,,MUSHTI - CORRECT,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 6\DJI_20260917133509_0092_D.JPG
DJI_20260917133523_0093_D.JPG,Cam 6,44,0,23,KATAKAMUKHA,CORRECT,,,,KATAKAMUKHA - CORRECT,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 6\DJI_20260917133523_0093_D.JPG
DJI_20260917133525_0094_D.JPG,Cam 6,45,1,23,KATAKAMUKHA,CORRECT,,,,KATAKAMUKHA - CORRECT,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 6\DJI_20260917133525_0094_D.JPG
DJI_20260917133603_0095_D.JPG,Cam 6,46,0,24,PATAKA,INCORRECT,FINGERS_TOO_FAR_APART,Fingers too far apart,,PATAKA - INCORRECT - Fingers too far apart,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 6\DJI_20260917133603_0095_D.JPG
DJI_20260917133605_0096_D.JPG,Cam 6,47,1,24,PATAKA,INCORRECT,FINGERS_TOO_FAR_APART,Fingers too far apart,,PATAKA - INCORRECT - Fingers too far apart,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 6\DJI_20260917133605_0096_D.JPG
DJI_20260917133648_0099_D.JPG,Cam 6,48,0,25,KATAKAMUKHA,INCORRECT,FINGERS_BENT,Fingers bent,,KATAKAMUKHA - INCORRECT - Fingers bent,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 6\DJI_20260917133648_0099_D.JPG
DJI_20260917133651_0100_D.JPG,Cam 6,49,1,25,KATAKAMUKHA,INCORRECT,FINGERS_BENT,Fingers bent,,KATAKAMUKHA - INCORRECT - Fingers bent,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 6\DJI_20260917133651_0100_D.JPG
DJI_20260917133704_0101_D.JPG,Cam 6,50,0,26,MUSHTI,INCORRECT,PINKY_DROPPED,Pinky dropped / fingers loose,,MUSHTI - INCORRECT - Pinky dropped / fingers loose,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 6\DJI_20260917133704_0101_D.JPG
DJI_20260917133706_0102_D.JPG,Cam 6,51,1,26,MUSHTI,INCORRECT,PINKY_DROPPED,Pinky dropped / fingers loose,,MUSHTI - INCORRECT - Pinky dropped / fingers loose,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 6\DJI_20260917133706_0102_D.JPG
DJI_20260917131012_0064_D.JPG,Cam 7,0,0,1,ARAMANDI,CORRECT,,,,ARAMANDI - CORRECT,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 7\DJI_20260917131012_0064_D.JPG
DJI_20260917131015_0065_D.JPG,Cam 7,1,1,1,ARAMANDI,CORRECT,,,,ARAMANDI - CORRECT,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 7\DJI_20260917131015_0065_D.JPG
DJI_20260917131333_0066_D.JPG,Cam 7,2,0,2,SAMAPADHAM,CORRECT,,,,SAMAPADHAM - CORRECT,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 7\DJI_20260917131333_0066_D.JPG
DJI_20260917131335_0067_D.JPG,Cam 7,3,1,2,SAMAPADHAM,CORRECT,,,,SAMAPADHAM - CORRECT,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 7\DJI_20260917131335_0067_D.JPG
DJI_20260917131401_0068_D.JPG,Cam 7,4,0,3,MUZHUMANDI,CORRECT,,,,MUZHUMANDI - CORRECT,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 7\DJI_20260917131401_0068_D.JPG
DJI_20260917131447_0069_D.JPG,Cam 7,5,1,3,MUZHUMANDI,CORRECT,,,,MUZHUMANDI - CORRECT,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 7\DJI_20260917131447_0069_D.JPG
DJI_20260917131536_0071_D.JPG,Cam 7,6,0,4,SWASTIKAPADAM,CORRECT,,,RIGHT,SWASTIKAPADAM - CORRECT - right leg,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 7\DJI_20260917131536_0071_D.JPG
DJI_20260917131538_0072_D.JPG,Cam 7,7,1,4,SWASTIKAPADAM,CORRECT,,,RIGHT,SWASTIKAPADAM - CORRECT - right leg,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 7\DJI_20260917131538_0072_D.JPG
DJI_20260917131602_0073_D.JPG,Cam 7,8,0,5,SWASTIKAPADAM,CORRECT,,,LEFT,SWASTIKAPADAM - CORRECT - left leg,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 7\DJI_20260917131602_0073_D.JPG
DJI_20260917131604_0074_D.JPG,Cam 7,9,1,5,SWASTIKAPADAM,CORRECT,,,LEFT,SWASTIKAPADAM - CORRECT - left leg,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 7\DJI_20260917131604_0074_D.JPG
DJI_20260917131638_0075_D.JPG,Cam 7,10,0,6,ARAMANDI,INCORRECT,INSUFFICIENT_KNEE_BEND,Insufficient knee bend,,ARAMANDI - INCORRECT - Insufficient knee bend,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 7\DJI_20260917131638_0075_D.JPG
DJI_20260917131640_0076_D.JPG,Cam 7,11,1,6,ARAMANDI,INCORRECT,INSUFFICIENT_KNEE_BEND,Insufficient knee bend,,ARAMANDI - INCORRECT - Insufficient knee bend,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 7\DJI_20260917131640_0076_D.JPG
DJI_20260917131718_0077_D.JPG,Cam 7,12,0,7,ARAMANDI,INCORRECT,FEET_TOO_FAR_APART,Feet too far apart,,ARAMANDI - INCORRECT - Feet too far apart,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 7\DJI_20260917131718_0077_D.JPG
DJI_20260917131720_0078_D.JPG,Cam 7,13,1,7,ARAMANDI,INCORRECT,FEET_TOO_FAR_APART,Feet too far apart,,ARAMANDI - INCORRECT - Feet too far apart,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 7\DJI_20260917131720_0078_D.JPG
DJI_20260917131754_0079_D.JPG,Cam 7,14,0,8,ARAMANDI,INCORRECT,FEET_NOT_IN_LINE,Feet not spread in a straight line / V-shaped,,ARAMANDI - INCORRECT - Feet not spread in a straight line / V-shaped,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 7\DJI_20260917131754_0079_D.JPG
DJI_20260917131755_0080_D.JPG,Cam 7,15,1,8,ARAMANDI,INCORRECT,FEET_NOT_IN_LINE,Feet not spread in a straight line / V-shaped,,ARAMANDI - INCORRECT - Feet not spread in a straight line / V-shaped,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 7\DJI_20260917131755_0080_D.JPG
DJI_20260917131816_0081_D.JPG,Cam 7,16,0,9,SAMAPADHAM,INCORRECT,FEET_TOO_FAR_APART,Feet too far apart,,SAMAPADHAM - INCORRECT - Feet too far apart,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 7\DJI_20260917131816_0081_D.JPG
DJI_20260917131818_0082_D.JPG,Cam 7,17,1,9,SAMAPADHAM,INCORRECT,FEET_TOO_FAR_APART,Feet too far apart,,SAMAPADHAM - INCORRECT - Feet too far apart,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 7\DJI_20260917131818_0082_D.JPG
DJI_20260917132034_0083_D.JPG,Cam 7,18,0,10,SAMAPADHAM,INCORRECT,FEET_NOT_ALIGNED,Feet not aligned / V-shaped,,SAMAPADHAM - INCORRECT - Feet not aligned / V-shaped,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 7\DJI_20260917132034_0083_D.JPG
DJI_20260917132036_0084_D.JPG,Cam 7,19,1,10,SAMAPADHAM,INCORRECT,FEET_NOT_ALIGNED,Feet not aligned / V-shaped,,SAMAPADHAM - INCORRECT - Feet not aligned / V-shaped,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 7\DJI_20260917132036_0084_D.JPG
DJI_20260917132109_0085_D.JPG,Cam 7,20,0,11,SAMAPADHAM,INCORRECT,WEIGHT_ON_ONE_LEG,More weight on one leg,,SAMAPADHAM - INCORRECT - More weight on one leg,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 7\DJI_20260917132109_0085_D.JPG
DJI_20260917132111_0086_D.JPG,Cam 7,21,1,11,SAMAPADHAM,INCORRECT,WEIGHT_ON_ONE_LEG,More weight on one leg,,SAMAPADHAM - INCORRECT - More weight on one leg,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 7\DJI_20260917132111_0086_D.JPG
DJI_20260917132124_0087_D.JPG,Cam 7,22,0,12,MUZHUMANDI,INCORRECT,KNEES_FACING_FORWARD,Feet and knees facing forward,,MUZHUMANDI - INCORRECT - Feet and knees facing forward,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 7\DJI_20260917132124_0087_D.JPG
DJI_20260917132126_0088_D.JPG,Cam 7,23,1,12,MUZHUMANDI,INCORRECT,KNEES_FACING_FORWARD,Feet and knees facing forward,,MUZHUMANDI - INCORRECT - Feet and knees facing forward,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 7\DJI_20260917132126_0088_D.JPG
DJI_20260917132215_0089_D.JPG,Cam 7,24,0,13,MUZHUMANDI,INCORRECT,BACK_BENT_FORWARD,Back bent forward,,MUZHUMANDI - INCORRECT - Back bent forward,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 7\DJI_20260917132215_0089_D.JPG
DJI_20260917132217_0090_D.JPG,Cam 7,25,1,13,MUZHUMANDI,INCORRECT,BACK_BENT_FORWARD,Back bent forward,,MUZHUMANDI - INCORRECT - Back bent forward,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 7\DJI_20260917132217_0090_D.JPG
DJI_20260917132241_0091_D.JPG,Cam 7,26,0,14,MUZHUMANDI,INCORRECT,FEET_APART_HEEL_DOWN,Feet far apart and heel pressing on floor,,MUZHUMANDI - INCORRECT - Feet far apart and heel pressing on floor,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 7\DJI_20260917132241_0091_D.JPG
DJI_20260917132243_0092_D.JPG,Cam 7,27,1,14,MUZHUMANDI,INCORRECT,FEET_APART_HEEL_DOWN,Feet far apart and heel pressing on floor,,MUZHUMANDI - INCORRECT - Feet far apart and heel pressing on floor,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 7\DJI_20260917132243_0092_D.JPG
DJI_20260917132313_0093_D.JPG,Cam 7,28,0,15,SWASTIKAPADAM,INCORRECT,OVERCROSSING_SHINS,Overcrossing shins,RIGHT,SWASTIKAPADAM - INCORRECT - Overcrossing shins - right leg,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 7\DJI_20260917132313_0093_D.JPG
DJI_20260917132315_0094_D.JPG,Cam 7,29,1,15,SWASTIKAPADAM,INCORRECT,OVERCROSSING_SHINS,Overcrossing shins,RIGHT,SWASTIKAPADAM - INCORRECT - Overcrossing shins - right leg,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 7\DJI_20260917132315_0094_D.JPG
DJI_20260917132330_0095_D.JPG,Cam 7,30,0,16,SWASTIKAPADAM,INCORRECT,OVERCROSSING_SHINS,Overcrossing shins,LEFT,SWASTIKAPADAM - INCORRECT - Overcrossing shins - left leg,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 7\DJI_20260917132330_0095_D.JPG
DJI_20260917132332_0096_D.JPG,Cam 7,31,1,16,SWASTIKAPADAM,INCORRECT,OVERCROSSING_SHINS,Overcrossing shins,LEFT,SWASTIKAPADAM - INCORRECT - Overcrossing shins - left leg,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 7\DJI_20260917132332_0096_D.JPG
DJI_20260917132404_0097_D.JPG,Cam 7,32,0,17,SWASTIKAPADAM,INCORRECT,INSUFFICIENT_ARAMANDI,Insufficient Aramandi,RIGHT,SWASTIKAPADAM - INCORRECT - Insufficient Aramandi - right leg,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 7\DJI_20260917132404_0097_D.JPG
DJI_20260917132406_0098_D.JPG,Cam 7,33,1,17,SWASTIKAPADAM,INCORRECT,INSUFFICIENT_ARAMANDI,Insufficient Aramandi,RIGHT,SWASTIKAPADAM - INCORRECT - Insufficient Aramandi - right leg,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 7\DJI_20260917132406_0098_D.JPG
DJI_20260917132414_0099_D.JPG,Cam 7,34,0,18,SWASTIKAPADAM,INCORRECT,INSUFFICIENT_ARAMANDI,Insufficient Aramandi,LEFT,SWASTIKAPADAM - INCORRECT - Insufficient Aramandi - left leg,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 7\DJI_20260917132414_0099_D.JPG
DJI_20260917132415_0100_D.JPG,Cam 7,35,1,18,SWASTIKAPADAM,INCORRECT,INSUFFICIENT_ARAMANDI,Insufficient Aramandi,LEFT,SWASTIKAPADAM - INCORRECT - Insufficient Aramandi - left leg,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 7\DJI_20260917132415_0100_D.JPG
DJI_20260917132812_0102_D.JPG,Cam 7,36,0,19,PATAKA,INCORRECT,ELBOWS_NOT_ALIGNED,Elbows down / not aligned with shoulders,,PATAKA - INCORRECT - Elbows down / not aligned with shoulders,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 7\DJI_20260917132812_0102_D.JPG
DJI_20260917132815_0103_D.JPG,Cam 7,37,1,19,PATAKA,INCORRECT,ELBOWS_NOT_ALIGNED,Elbows down / not aligned with shoulders,,PATAKA - INCORRECT - Elbows down / not aligned with shoulders,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 7\DJI_20260917132815_0103_D.JPG
DJI_20260917132844_0104_D.JPG,Cam 7,38,0,20,ALAPADMA,INCORRECT,ELBOWS_NOT_ALIGNED,Elbows not aligned with shoulders,,ALAPADMA - INCORRECT - Elbows not aligned with shoulders,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 7\DJI_20260917132844_0104_D.JPG
DJI_20260917132846_0105_D.JPG,Cam 7,39,1,20,ALAPADMA,INCORRECT,ELBOWS_NOT_ALIGNED,Elbows not aligned with shoulders,,ALAPADMA - INCORRECT - Elbows not aligned with shoulders,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 7\DJI_20260917132846_0105_D.JPG
DJI_20260917132914_0106_D.JPG,Cam 7,40,0,21,ALAPADMA,CORRECT,,,,ALAPADMA - CORRECT,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 7\DJI_20260917132914_0106_D.JPG
DJI_20260917132916_0107_D.JPG,Cam 7,41,1,21,ALAPADMA,CORRECT,,,,ALAPADMA - CORRECT,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 7\DJI_20260917132916_0107_D.JPG
DJI_20260917132941_0108_D.JPG,Cam 7,42,0,22,MUSHTI,CORRECT,,,,MUSHTI - CORRECT,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 7\DJI_20260917132941_0108_D.JPG
DJI_20260917132943_0109_D.JPG,Cam 7,43,1,22,MUSHTI,CORRECT,,,,MUSHTI - CORRECT,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 7\DJI_20260917132943_0109_D.JPG
DJI_20260917132958_0110_D.JPG,Cam 7,44,0,23,KATAKAMUKHA,CORRECT,,,,KATAKAMUKHA - CORRECT,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 7\DJI_20260917132958_0110_D.JPG
DJI_20260917133000_0111_D.JPG,Cam 7,45,1,23,KATAKAMUKHA,CORRECT,,,,KATAKAMUKHA - CORRECT,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 7\DJI_20260917133000_0111_D.JPG
DJI_20260917133037_0112_D.JPG,Cam 7,46,0,24,PATAKA,INCORRECT,FINGERS_TOO_FAR_APART,Fingers too far apart,,PATAKA - INCORRECT - Fingers too far apart,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 7\DJI_20260917133037_0112_D.JPG
DJI_20260917133040_0113_D.JPG,Cam 7,47,1,24,PATAKA,INCORRECT,FINGERS_TOO_FAR_APART,Fingers too far apart,,PATAKA - INCORRECT - Fingers too far apart,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 7\DJI_20260917133040_0113_D.JPG
DJI_20260917133120_0116_D.JPG,Cam 7,48,0,25,KATAKAMUKHA,INCORRECT,FINGERS_BENT,Fingers bent,,KATAKAMUKHA - INCORRECT - Fingers bent,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 7\DJI_20260917133120_0116_D.JPG
DJI_20260917133122_0117_D.JPG,Cam 7,49,1,25,KATAKAMUKHA,INCORRECT,FINGERS_BENT,Fingers bent,,KATAKAMUKHA - INCORRECT - Fingers bent,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 7\DJI_20260917133122_0117_D.JPG
DJI_20260917133139_0118_D.JPG,Cam 7,50,0,26,MUSHTI,INCORRECT,PINKY_DROPPED,Pinky dropped / fingers loose,,MUSHTI - INCORRECT - Pinky dropped / fingers loose,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 7\DJI_20260917133139_0118_D.JPG
DJI_20260917133141_0119_D.JPG,Cam 7,51,1,26,MUSHTI,INCORRECT,PINKY_DROPPED,Pinky dropped / fingers loose,,MUSHTI - INCORRECT - Pinky dropped / fingers loose,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 7\DJI_20260917133141_0119_D.JPG
DJI_20260917131822_0036_D.JPG,Cam 8,0,0,1,ARAMANDI,CORRECT,,,,ARAMANDI - CORRECT,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 8\DJI_20260917131822_0036_D.JPG
DJI_20260917131824_0037_D.JPG,Cam 8,1,1,1,ARAMANDI,CORRECT,,,,ARAMANDI - CORRECT,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 8\DJI_20260917131824_0037_D.JPG
DJI_20260917131849_0038_D.JPG,Cam 8,2,0,2,SAMAPADHAM,CORRECT,,,,SAMAPADHAM - CORRECT,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 8\DJI_20260917131849_0038_D.JPG
DJI_20260917131851_0039_D.JPG,Cam 8,3,1,2,SAMAPADHAM,CORRECT,,,,SAMAPADHAM - CORRECT,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 8\DJI_20260917131851_0039_D.JPG
DJI_20260917132002_0040_D.JPG,Cam 8,4,0,3,MUZHUMANDI,CORRECT,,,,MUZHUMANDI - CORRECT,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 8\DJI_20260917132002_0040_D.JPG
DJI_20260917132004_0041_D.JPG,Cam 8,5,1,3,MUZHUMANDI,CORRECT,,,,MUZHUMANDI - CORRECT,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 8\DJI_20260917132004_0041_D.JPG
DJI_20260917132051_0042_D.JPG,Cam 8,6,0,4,SWASTIKAPADAM,CORRECT,,,RIGHT,SWASTIKAPADAM - CORRECT - right leg,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 8\DJI_20260917132051_0042_D.JPG
DJI_20260917132053_0043_D.JPG,Cam 8,7,1,4,SWASTIKAPADAM,CORRECT,,,RIGHT,SWASTIKAPADAM - CORRECT - right leg,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 8\DJI_20260917132053_0043_D.JPG
DJI_20260917132118_0044_D.JPG,Cam 8,8,0,5,SWASTIKAPADAM,CORRECT,,,LEFT,SWASTIKAPADAM - CORRECT - left leg,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 8\DJI_20260917132118_0044_D.JPG
DJI_20260917132120_0045_D.JPG,Cam 8,9,1,5,SWASTIKAPADAM,CORRECT,,,LEFT,SWASTIKAPADAM - CORRECT - left leg,C:\Users\kavya\Desktop\VIT\SEM 9 YEAR 5\dataset\DATA FROM COLLEGE\Cam 8\DJI_20260917132120_0045_D.JPG
